Record,Institution UKPRN code,Institution name,Main panel name,Unit of assessment name,Multiple submission letter,Multiple submission name,Joint submission,Research group code,Research group name
1845,10007139,University of Worcester,Arts and humanities,English Language and Literature,,,,C,International Forum for Research on Children’s Literature
1846,10007146,University of Greenwich,Arts and humanities,History,,,,1,History Research Group
1847,10007795,The University of Leeds,Arts and humanities,History,,,,A,Cities and Space
1848,10007795,The University of Leeds,Arts and humanities,History,,,,B,"Health, Medicine and Society"
1849,10007795,The University of Leeds,Arts and humanities,History,,,,C,Leeds Global History
1850,10007795,The University of Leeds,Arts and humanities,History,,,,D,Medieval Studies
1851,10007795,The University of Leeds,Arts and humanities,History,,,,E,War and Peace
1852,10007795,The University of Leeds,Arts and humanities,History,,,,F,"Women, Gender and Sexuality"
1853,10007798,The University of Manchester,Arts and humanities,History,,,,A,SALC
1854,10004180,Manchester Metropolitan University,Arts and humanities,History,,,,A,"Race, religion and community"
1855,10004180,Manchester Metropolitan University,Arts and humanities,History,,,,B,History of Ideas
1856,10004180,Manchester Metropolitan University,Arts and humanities,History,,,,C,"Leisure, consumption and heritage"
1857,10004180,Manchester Metropolitan University,Arts and humanities,History,,,,D,"War, conflict and society"
1858,10004180,Manchester Metropolitan University,Arts and humanities,History,,,,E,"Youth, gender and sexuality"
1859,10004797,Nottingham Trent University,Arts and humanities,History,,,,A,Centre for the Study of Religion and Conflict
1860,10004797,Nottingham Trent University,Arts and humanities,History,,,,B,"Centre for Public History, Heritage and Memory"
1861,10007793,University of South Wales _ Prifysgol De Cymru,Arts and humanities,History,,,,A,History
1862,10007807,University of Ulster,Arts and humanities,History,,,,A,Centre for the History of Medicine in Ireland (CHOMI)
1863,10007150,The University of Kent,Arts and humanities,Classics,,,,A,"Well-being, Health and the Senses"
1864,10007150,The University of Kent,Arts and humanities,Classics,,,,B,Artefacts and Society
1865,10007150,The University of Kent,Arts and humanities,Classics,,,,C,Ancient History and Archaeology of Egypt
1866,10007150,The University of Kent,Arts and humanities,Classics,,,,D,Centre for Late Antique Archaeology
1867,10007150,The University of Kent,Arts and humanities,Classics,,,,E,Centre for Heritage
1868,10007798,The University of Manchester,Arts and humanities,Classics,,,,A,SALC
1869,10007143,University of Durham,Arts and humanities,Philosophy,,,,A,"Mind, Language and Metaphysics"
1870,10007143,University of Durham,Arts and humanities,Philosophy,,,,B,"Science, Medicine and Society"
1871,10007143,University of Durham,Arts and humanities,Philosophy,,,,C,"Aesthetics, Ethics and Politics"
1872,10007143,University of Durham,Arts and humanities,Philosophy,,,,D,History of Philosophy
1873,10007791,The University of Essex,Arts and humanities,Philosophy,,,,A,Classical German Philosophy
1874,10007791,The University of Essex,Arts and humanities,Philosophy,,,,B,Phenomenology and Existentialism
1875,10007791,The University of Essex,Arts and humanities,Philosophy,,,,C,Medical Humanities
1876,10007791,The University of Essex,Arts and humanities,Philosophy,,,,D,Critical Theory
1877,10007791,The University of Essex,Arts and humanities,Philosophy,,,,E,Self-Consciousness and Self-Knowledge
1878,10007791,The University of Essex,Arts and humanities,Philosophy,,,,F,The Race and Gender Group
1879,10003678,Kingston University,Arts and humanities,Philosophy,,,,1,Centre for Modern European Philosophy
1880,10007798,The University of Manchester,Arts and humanities,Philosophy,,,,A,SoSS
1881,10007798,The University of Manchester,Arts and humanities,Theology and Religious Studies,,,,A,SALC
1882,10007803,University of St Andrews,Arts and humanities,Theology and Religious Studies,,,,A,Centre for the Study of Religion and Politics
1883,10007803,University of St Andrews,Arts and humanities,Theology and Religious Studies,,,,B,Logos Institute for Analytical and Exegetical Theology
1884,10007803,University of St Andrews,Arts and humanities,Theology and Religious Studies,,,,C,"Institute for Theology, Imagination, and the Arts"
1885,10007803,University of St Andrews,Arts and humanities,Theology and Religious Studies,,,,D,Hebrew Bible & ancient Judaism
1886,10007803,University of St Andrews,Arts and humanities,Theology and Religious Studies,,,,E,"Institute for Bible, Theology, and Hermeneutics"
1887,10007803,University of St Andrews,Arts and humanities,Theology and Religious Studies,,,,F,Practical theology & ethics
1888,10007803,University of St Andrews,Arts and humanities,Theology and Religious Studies,,,,G,Systematic & philosophical theology
1889,10007803,University of St Andrews,Arts and humanities,Theology and Religious Studies,,,,H,Church history & historical theology
1890,10007803,University of St Andrews,Arts and humanities,Theology and Religious Studies,,,,I,New Testament & early Christianity
1891,10007843,"St Mary's University, Twickenham",Arts and humanities,Theology and Religious Studies,,,,1,Bioethics
1892,10007843,"St Mary's University, Twickenham",Arts and humanities,Theology and Religious Studies,,,,2,Spirituality
1893,10007843,"St Mary's University, Twickenham",Arts and humanities,Theology and Religious Studies,,,,3,Scripture
1894,10007843,"St Mary's University, Twickenham",Arts and humanities,Theology and Religious Studies,,,,4,Benedict (Religion & Society)
1895,10000886,University of Brighton,Arts and humanities,"Art and Design: History, Practice and Theory",,,,A,"Design History, Visual and Material Culture"
1896,10000886,University of Brighton,Arts and humanities,"Art and Design: History, Practice and Theory",,,,B,"Arts Practices, Meaning and Making"
1897,10000886,University of Brighton,Arts and humanities,"Art and Design: History, Practice and Theory",,,,C,Architecture and Design: Communities and Sustainability
1898,10008640,Falmouth University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,A,Creative Industries Futures
1899,10008640,Falmouth University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,B,Dark Economies
1900,10008640,Falmouth University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,C,Design for Health and Wellbeing
1901,10008640,Falmouth University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,D,Digital Creativity
1902,10008640,Falmouth University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,E,Digital Entrepreneurship and Financial Innovation
1903,10008640,Falmouth University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,F,Inequality and storytelling
1904,10008640,Falmouth University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,G,Environmental Futures
1905,10008640,Falmouth University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,H,Metamakers
1906,10008640,Falmouth University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,I,Multigenerational Living & Learning
1907,10008640,Falmouth University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,J,Pedagogy Futures
1908,10002718,Goldsmiths' College,Arts and humanities,"Art and Design: History, Practice and Theory",,,,A,Art
1909,10002718,Goldsmiths' College,Arts and humanities,"Art and Design: History, Practice and Theory",,,,D,Design
1910,10002718,Goldsmiths' College,Arts and humanities,"Art and Design: History, Practice and Theory",,,,V,Visual Cultures
1911,10007146,University of Greenwich,Arts and humanities,"Art and Design: History, Practice and Theory",,,,1,Digital Arts Research & Enterprise
1912,10007146,University of Greenwich,Arts and humanities,"Art and Design: History, Practice and Theory",,,,2,CAPTIVATE: Spacial Modelling Research Group
1913,10007146,University of Greenwich,Arts and humanities,"Art and Design: History, Practice and Theory",,,,3,Integrated Nature & Technology Research Group
1914,10003678,Kingston University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,1,Visual and Material Culture Research Centre
1915,10003678,Kingston University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,2,Contemporary Art Research Centre
1916,10003678,Kingston University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,3,Modern Interiors Research Centre
1917,10003678,Kingston University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,4,Research Through Design Group
1918,10003678,Kingston University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,5,Register Research Group
1919,10003678,Kingston University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,6,The Visible Institute Research Group
1920,10007795,The University of Leeds,Arts and humanities,"Art and Design: History, Practice and Theory",,,,A,Design
1921,10007795,The University of Leeds,Arts and humanities,"Art and Design: History, Practice and Theory",,,,B,FAHACS
1922,10003861,Leeds Beckett University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,A,Autism Research Lab
1923,10003861,Leeds Beckett University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,B,Co-Design Research Group
1924,10003861,Leeds Beckett University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,C,Contemporary Art & Dementia Research Group
1925,10003861,Leeds Beckett University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,D,Critical Theory Research Group
1926,10003861,Leeds Beckett University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,E,Curating Research Group
1927,10003861,Leeds Beckett University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,F,Experimental Publishing Research Group
1928,10003861,Leeds Beckett University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,G,F= Feminist Research Group
1929,10003861,Leeds Beckett University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,H,Fashion & Sustainability
1930,10003861,Leeds Beckett University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,I,Participatory Practice Research Group
1931,10003861,Leeds Beckett University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,J,Peace Studies Research Group
1932,10003861,Leeds Beckett University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,K,XR [Extended Reality] Research Group
1933,10003957,Liverpool John Moores University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,1,Contemporary Art Lab
1934,10003957,Liverpool John Moores University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,2,Exhibition Research Lab
1935,10003957,Liverpool John Moores University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,3,Face Lab
1936,10003957,Liverpool John Moores University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,4,Experimental Technologies Lab
1937,10003957,Liverpool John Moores University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,5,City Lab
1938,10004048,London Metropolitan University,Arts and humanities,"Art and Design: History, Practice and Theory",,,,2,"The Centre for Creative Arts, Cultures and Engagement"
